AÑO_ACCIDENTE,MES_ACCIDENTE,CLASE ACCIDENTE,SERVICIO_VEHICULO_ACCIDENTADO,CLASE_VEHICULO_ACCIDENTADO,CANTIDAD_VEHICULOS
2018,10,Atropello,OFICIAL,MOTOCICLETA,1
2018,10,Atropello,PARTICULAR,AUTOMOVIL,3
2018,10,Atropello,PARTICULAR,CAMIONETA,3
2018,10,Atropello,PARTICULAR,CAMPERO,1
2018,10,Atropello,PARTICULAR,MOTOCICLETA,4
2018,10,Atropello,PUBLICO,AUTOMOVIL,1
2018,10,Atropello,PUBLICO,BUS,2
2018,10,Atropello,PUBLICO,BUSETA,1
2018,10,Atropello,PUBLICO,CAMION,2
2018,10,Atropello,PUBLICO,TRACTO/CAMION,2
2018,10,Atropello,PUBLICO,VOLQUETA,1
2018,10,Caida Ocupante,PUBLICO,BUSETA,2
2018,10,Choque,DESCONOCIDO,AUTOMOVIL,2
2018,10,Choque,DESCONOCIDO,BICICLETA,8
2018,10,Choque,DESCONOCIDO,DESCONOCIDA,1
2018,10,Choque,DESCONOCIDO,TRACCION ANIMAL,2
2018,10,Choque,OFICIAL,AUTOMOVIL,1
2018,10,Choque,OFICIAL,CAMIONETA,2
2018,10,Choque,OFICIAL,CAMPERO,1
2018,10,Choque,OFICIAL,MOTOCICLETA,2
2018,10,Choque,PARTICULAR,AUTOMOVIL,318
2018,10,Choque,PARTICULAR,BUS,1
2018,10,Choque,PARTICULAR,CAMION,8
2018,10,Choque,PARTICULAR,CAMIONETA,125
2018,10,Choque,PARTICULAR,CAMPERO,36
2018,10,Choque,PARTICULAR,MICROBUS,1
2018,10,Choque,PARTICULAR,MOTOCICLETA,119
2018,10,Choque,PARTICULAR,VOLQUETA,1
2018,10,Choque,PUBLICO,AUTOMOVIL,154
2018,10,Choque,PUBLICO,BUS,81
2018,10,Choque,PUBLICO,BUSETA,24
2018,10,Choque,PUBLICO,CAMION,35
2018,10,Choque,PUBLICO,CAMIONETA,19
2018,10,Choque,PUBLICO,MICROBUS,15
2018,10,Choque,PUBLICO,TRACTO/CAMION,16
2018,10,Choque,PUBLICO,VOLQUETA,8
2018,10,Incendio,PARTICULAR,AUTOMOVIL,1
2018,10,Otro,DESCONOCIDO,VOLQUETA,1
2018,10,Otro,PARTICULAR,MOTOCICLETA,1
2018,10,Volcamiento,PARTICULAR,AUTOMOVIL,2
2018,10,Volcamiento,PUBLICO,BUS,1
2018,10,Volcamiento,PUBLICO,CAMION,1
2018,11,Atropello,PARTICULAR,AUTOMOVIL,5
2018,11,Atropello,PARTICULAR,CAMIONETA,3
2018,11,Atropello,PARTICULAR,CAMPERO,1
2018,11,Atropello,PARTICULAR,MOTOCICLETA,10
2018,11,Atropello,PUBLICO,AUTOMOVIL,4
2018,11,Atropello,PUBLICO,BUS,2
2018,11,Atropello,PUBLICO,CAMION,1
2018,11,Atropello,PUBLICO,CAMIONETA,1
2018,11,Caida Ocupante,PUBLICO,BUS,3
2018,11,Choque,DESCONOCIDO,AUTOMOVIL,2
2018,11,Choque,DESCONOCIDO,BICICLETA,7
2018,11,Choque,DESCONOCIDO,CAMIONETA,1
2018,11,Choque,DESCONOCIDO,DESCONOCIDA,1
2018,11,Choque,DESCONOCIDO,MOTOCICLETA,1
2018,11,Choque,DESCONOCIDO,TRACCION ANIMAL,1
2018,11,Choque,OFICIAL,CAMION,2
2018,11,Choque,OFICIAL,CAMIONETA,2
2018,11,Choque,OFICIAL,CAMPERO,1
2018,11,Choque,OFICIAL,MOTOCICLETA,4
2018,11,Choque,PARTICULAR,AUTOMOVIL,307
2018,11,Choque,PARTICULAR,CAMION,12
2018,11,Choque,PARTICULAR,CAMIONETA,103
2018,11,Choque,PARTICULAR,CAMPERO,32
2018,11,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2018,11,Choque,PARTICULAR,MOTOCICLETA,113
2018,11,Choque,PARTICULAR,VOLQUETA,2
2018,11,Choque,PUBLICO,AUTOMOVIL,137
2018,11,Choque,PUBLICO,BUS,93
2018,11,Choque,PUBLICO,BUSETA,32
2018,11,Choque,PUBLICO,CAMION,45
2018,11,Choque,PUBLICO,CAMIONETA,23
2018,11,Choque,PUBLICO,CAMPERO,1
2018,11,Choque,PUBLICO,MICROBUS,12
2018,11,Choque,PUBLICO,TRACTO/CAMION,17
2018,11,Choque,PUBLICO,VOLQUETA,10
2018,11,Otro,OFICIAL,AUTOMOVIL,1
2018,11,Otro,PARTICULAR,MOTOCICLETA,2
2018,11,Volcamiento,PARTICULAR,MOTOCICLETA,1
2018,11,Volcamiento,PUBLICO,TRACTO/CAMION,1
2018,12,Atropello,PARTICULAR,AUTOMOVIL,8
2018,12,Atropello,PARTICULAR,CAMIONETA,2
2018,12,Atropello,PARTICULAR,CAMPERO,1
2018,12,Atropello,PARTICULAR,MOTOCICLETA,10
2018,12,Atropello,PUBLICO,AUTOMOVIL,4
2018,12,Atropello,PUBLICO,BUS,1
2018,12,Caida Ocupante,OFICIAL,MOTOCICLETA,1
2018,12,Caida Ocupante,PUBLICO,AUTOMOVIL,1
2018,12,Caida Ocupante,PUBLICO,BUS,1
2018,12,Choque,DESCONOCIDO,AUTOMOVIL,5
2018,12,Choque,DESCONOCIDO,BICICLETA,4
2018,12,Choque,DESCONOCIDO,MOTOCICLETA,1
2018,12,Choque,OFICIAL,CAMIONETA,4
2018,12,Choque,OFICIAL,MOTOCICLETA,1
2018,12,Choque,PARTICULAR,AUTOMOVIL,350
2018,12,Choque,PARTICULAR,CAMION,7
2018,12,Choque,PARTICULAR,CAMIONETA,117
2018,12,Choque,PARTICULAR,CAMPERO,47
2018,12,Choque,PARTICULAR,MOTOCARRO,1
2018,12,Choque,PARTICULAR,MOTOCICLETA,98
2018,12,Choque,PARTICULAR,VOLQUETA,1
2018,12,Choque,PUBLICO,AUTOMOVIL,146
2018,12,Choque,PUBLICO,BUS,101
2018,12,Choque,PUBLICO,BUSETA,22
2018,12,Choque,PUBLICO,CAMION,30
2018,12,Choque,PUBLICO,CAMIONETA,27
2018,12,Choque,PUBLICO,CAMPERO,1
2018,12,Choque,PUBLICO,MICROBUS,9
2018,12,Choque,PUBLICO,TRACTO/CAMION,11
2018,12,Choque,PUBLICO,VOLQUETA,11
2018,12,Choque,No Aplica,CAMION,1
2018,12,Incendio,PARTICULAR,CAMIONETA,1
2018,12,Otro,PARTICULAR,AUTOMOVIL,1
2018,12,Otro,PARTICULAR,MOTOCICLETA,3
2018,12,Volcamiento,PUBLICO,MICROBUS,1
